0.0	-0.05	-0.05	
5.0E-5	-0.05	-0.05	
1.0E-4	-0.05	-0.05	
1.5E-4	-0.05	-0.05	
2.0E-4	-0.05	-0.05	
2.5E-4	-0.05	-0.05	
3.0E-4	-0.05	-0.05	
3.5E-4	-0.05	-0.05	
4.0E-4	-0.05	-0.05	
4.5E-4	-0.05	-0.05	
5.0E-4	-0.05	-0.05	
5.5E-4	-0.05	-0.05	
6.0E-4	-0.05	-0.05	
6.5E-4	-0.05	-0.05	
7.0E-4	-0.05	-0.05	
7.5E-4	-0.05	-0.05	
8.0E-4	-0.05	-0.05	
8.5E-4	-0.05	-0.05	
9.0E-4	-0.05	-0.05	
9.5E-4	-0.05	-0.05	
0.001	-0.05	-0.05	
0.00105	-0.05	-0.05	
0.0011	-0.05	-0.05	
0.00115	-0.05	-0.05	
0.0012	-0.05	-0.05	
0.00125	-0.05	-0.05	
0.0013	-0.05	-0.05	
0.00135	-0.05	-0.05	
0.0014	-0.05	-0.05	
0.00145	-0.05	-0.05	
0.0015	-0.05	-0.05	
0.00155	-0.05	-0.05	
0.0016	-0.05	-0.05	
0.00165	-0.05	-0.05	
0.0017	-0.05	-0.05	
0.00175	-0.05	-0.05	
0.0018	-0.05	-0.05	
0.00185	-0.05	-0.05	
0.0019	-0.05	-0.05	
0.00195	-0.05	-0.05	
0.002	-0.05	-0.05	
0.00205	-0.05	-0.05	
0.0021	-0.05	-0.05	
0.00215	-0.05	-0.05	
0.0022	-0.05	-0.05	
0.00225	-0.05	-0.05	
0.0023	-0.05	-0.05	
0.00235	-0.05	-0.05	
0.0024	-0.05	-0.05	
0.00245	-0.05	-0.05	
0.0025	-0.05	-0.05	
0.00255	-0.05	-0.05	
0.0026	-0.05	-0.05	
0.00265	-0.05	-0.05	
0.0027	-0.05	-0.05	
0.00275	-0.05	-0.05	
0.0028	-0.05	-0.05	
0.00285	-0.05	-0.05	
0.0029	-0.05	-0.05	
0.00295	-0.05	-0.05	
0.003	-0.05	-0.05	
0.00305	-0.05	-0.05	
0.0031	-0.05	-0.05	
0.00315	-0.05	-0.05	
0.0032	-0.05	-0.05	
0.00325	-0.05	-0.05	
0.0033	-0.05	-0.05	
0.00335	-0.05	-0.05	
0.0034	-0.05	-0.05	
0.00345	-0.05	-0.05	
0.0035	-0.05	-0.05	
0.00355	-0.05	-0.05	
0.0036	-0.05	-0.05	
0.00365	-0.05	-0.05	
0.0037	-0.05	-0.05	
0.00375	-0.05	-0.05	
0.0038	-0.05	-0.05	
0.00385	-0.05	-0.05	
0.0039	-0.05	-0.05	
0.00395	-0.05	-0.05	
0.004	-0.05	-0.05	
0.00405	-0.05	-0.05	
0.0041	-0.05	-0.05	
0.00415	-0.05	-0.05	
0.0042	-0.05	-0.05	
0.00425	-0.05	-0.05	
0.0043	-0.05	-0.05	
0.00435	-0.05	-0.05	
0.0044	-0.05	-0.05	
0.00445	-0.05	-0.05	
0.0045	-0.05	-0.05	
0.00455	-0.05	-0.05	
0.0046	-0.05	-0.05	
0.00465	-0.05	-0.05	
0.0047	-0.05	-0.05	
0.00475	-0.05	-0.05	
0.0048	-0.05	-0.05	
0.00485	-0.05	-0.05	
0.0049	-0.05	-0.05	
0.00495	-0.05	-0.05	
0.005	-0.05	-0.05	
0.00505	-0.05	-0.05	
0.0051	-0.05	-0.05	
0.00515	-0.05	-0.05	
0.0052	-0.05	-0.05	
0.00525	-0.05	-0.05	
0.0053	-0.05	-0.05	
0.00535	-0.05	-0.05	
0.0054	-0.05	-0.05	
0.00545	-0.05	-0.05	
0.0055	-0.05	-0.05	
0.00555	-0.05	-0.05	
0.0056	-0.05	-0.05	
0.00565	-0.05	-0.05	
0.0057	-0.05	-0.05	
0.00575	-0.05	-0.05	
0.0058	-0.05	-0.05	
0.00585	-0.05	-0.05	
0.0059	-0.05	-0.05	
0.00595	-0.05	-0.05	
0.006	-0.05	-0.05	
0.00605	-0.05	-0.05	
0.0061	-0.05	-0.05	
0.00615	-0.05	-0.05	
0.0062	-0.05	-0.05	
0.00625	-0.05	-0.05	
0.0063	-0.05	-0.05	
0.00635	-0.05	-0.05	
0.0064	-0.05	-0.05	
0.00645	-0.05	-0.05	
0.0065	-0.05	-0.05	
0.00655	-0.05	-0.05	
0.0066	-0.05	-0.05	
0.00665	-0.05	-0.05	
0.0067	-0.05	-0.05	
0.00675	-0.05	-0.05	
0.0068	-0.05	-0.05	
0.00685	-0.05	-0.05	
0.0069	-0.05	-0.05	
0.00695	-0.05	-0.05	
0.007	-0.05	-0.05	
0.00705	-0.05	-0.05	
0.0071	-0.05	-0.05	
0.00715	-0.05	-0.05	
0.0072	-0.05	-0.05	
0.00725	-0.05	-0.05	
0.0073	-0.05	-0.05	
0.00735	-0.05	-0.05	
0.0074	-0.05	-0.05	
0.00745	-0.05	-0.05	
0.0075	-0.05	-0.05	
0.00755	-0.05	-0.05	
0.0076	-0.05	-0.05	
0.00765	-0.05	-0.05	
0.0077	-0.05	-0.05	
0.00775	-0.05	-0.05	
0.0078	-0.05	-0.05	
0.00785	-0.05	-0.05	
0.0079	-0.05	-0.05	
0.00795	-0.05	-0.05	
0.008	-0.05	-0.05	
0.00805	-0.05	-0.05	
0.0081	-0.05	-0.05	
0.00815	-0.05	-0.05	
0.0082	-0.05	-0.05	
0.00825	-0.05	-0.05	
0.0083	-0.05	-0.05	
0.00835	-0.05	-0.05	
0.0084	-0.05	-0.05	
0.00845	-0.05	-0.05	
0.0085	-0.05	-0.05	
0.00855	-0.05	-0.05	
0.0086	-0.05	-0.05	
0.00865	-0.05	-0.05	
0.0087	-0.05	-0.05	
0.00875	-0.05	-0.05	
0.0088	-0.05	-0.05	
0.00885	-0.05	-0.05	
0.0089	-0.05	-0.05	
0.00895	-0.05	-0.05	
0.009	-0.05	-0.05	
0.00905	-0.05	-0.05	
0.0091	-0.05	-0.05	
0.00915	-0.05	-0.05	
0.0092	-0.05	-0.05	
0.00925	-0.05	-0.05	
0.0093	-0.05	-0.05	
0.00935	-0.05	-0.05	
0.0094	-0.05	-0.05	
0.00945	-0.05	-0.05	
0.0095	-0.05	-0.05	
0.00955	-0.05	-0.05	
0.0096	-0.05	-0.05	
0.00965	-0.05	-0.05	
0.0097	-0.05	-0.05	
0.00975	-0.05	-0.05	
0.0098	-0.05	-0.05	
0.00985	-0.05	-0.05	
0.0099	-0.05	-0.05	
0.00995	-0.05	-0.05	
0.01	-0.05	-0.05	
0.01005	-0.05	-0.05	
0.0101	-0.05	-0.05	
0.01015	-0.05	-0.05	
0.0102	-0.05	-0.05	
0.01025	-0.05	-0.05	
0.0103	-0.05	-0.05	
0.01035	-0.05	-0.05	
